activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,loan_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,co_applicant_race_1,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,denial_reason_1,denial_reason_2,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,debt_to_income_ratio_parsed,applicant_age_num,rate_spread_missing_flag,approved_flag
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9120,9120060300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,375000,26.43,6.99,-1.29,2,360,1.0,2,1,2,2,1405000.0,1,1,3,5,1,161.0,50%-60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,6,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,3986,14.98,146500,189.0,1429,1509,50,55.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,MA,25011,25011040900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,35000,22.25,6.99,-1.23,2,360,1.0,2,1,2,2,665000.0,1,1,3,5,1,351.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,55-64,55-64,No,Yes,1,1,6,10,3.0,5090,14.09,106700,120.0,1770,2172,47,25.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,10580,NY,36001,36001013708,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,15000,46.8,6.99,-1.24,2,360,1.0,2,1,2,2,325000.0,1,1,3,5,1,41.0,42,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,3494,17.92,117800,110.0,1109,1315,34,42.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,13780,NY,36007,36007012103,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,45000,49.65,6.99,-1.23,2,360,1.0,2,1,2,2,205000.0,1,1,3,5,1,79.0,45,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3274,10.17,88700,104.0,946,1256,57,45.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029013201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,3,0,2,1,4,1,2,1,2,55000,28.57,9.09,0.87,3,360,1.0,2,2,2,2,175000.0,1,1,3,5,1,51.0,>60%,12,10,3.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,1,3.0,6236,8.76,96900,111.0,1852,2278,45,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055014601,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,55000,27.77,9.09,0.87,3,360,1.0,2,2,2,2,235000.0,1,1,3,5,1,148.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,55-64,55-64,No,Yes,1,1,6,3,3.0,5580,18.44,98700,122.0,1681,1798,37,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,25540,CT,9110,9110520202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,155000,31.23,6.99,-1.33,2,360,1.0,2,1,2,2,955000.0,1,1,3,5,1,385.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,10,3.0,4253,19.47,123800,174.0,1346,1495,35,25.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36081,36081078800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,2 or more minority races,Male,3,0,2,1,31,2,2,1,2,185000,82.72,9.09,0.87,3,360,1.0,2,2,2,2,685000.0,1,1,3,5,1,85.0,>60%,12,10,14.0,5.0,2,4,1.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,1,3.0,2002,98.45,101900,128.0,403,568,71,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9190,9190045400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,31,1,2,1,2,135000,17.16,6.99,-1.29,2,360,1.0,2,1,2,2,775000.0,1,1,3,5,1,49.0,50%-60%,12,10,2.0,5.0,2,4,23.0,8.0,2,4,2,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,3291,22.67,146500,192.0,970,1025,51,55.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24013,24013508200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,25000,82.65,6.99,-1.24,2,360,1.0,2,1,2,2,435000.0,1,1,3,5,1,134.0,50%-60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,6,2,2,25-34,25-34,No,No,1,1,6,10,3.0,6928,11.42,122200,106.0,2043,2278,36,55.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,44140,MA,25013,25013813303,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,225000,36.35,6.99,-1.33,2,360,1.0,2,1,2,2,615000.0,1,1,3,5,1,154.0,30%-<36%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,4449,17.46,89100,242.0,1361,1427,51,33.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9120,9120090200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,35000,82.23,9.09,0.87,3,360,1.0,2,2,2,2,535000.0,1,1,3,5,1,146.0,40,12,12,1.0,1.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,3,3.0,8152,21.64,146500,117.0,2476,2648,55,40.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029004800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,15000,85.19,6.99,-1.29,2,360,1.0,2,1,2,2,285000.0,1,1,3,5,1,114.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,10,3.0,3874,20.19,96900,139.0,994,1570,0,33.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15764,MA,25017,25017341200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,65000,38.12,9.09,0.87,3,360,1.0,2,2,2,2,585000.0,1,1,3,5,1,56.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,1,3.0,6988,60.02,146600,60.0,1318,2034,0,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,23224,MD,24021,24021751906,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,55000,90.44,9.09,0.87,3,360,1.0,2,2,2,2,565000.0,1,1,3,5,1,202.0,36,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,4,3.0,2521,20.98,155800,124.0,779,832,23,36.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,28880,NY,36071,36071001200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,3,0,2,1,4,1,2,1,2,85000,18.39,9.09,0.87,3,360,1.0,2,2,2,2,435000.0,1,1,3,5,2,20.0,>60%,12,10,1.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,9,1.0,2564,84.17,114800,68.0,317,774,51,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,47764,MD,24033,24033800607,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Joint,1,0,2,1,31,1,2,1,2,125000,21.03,6.99,-1.25,2,360,1.0,2,1,2,2,575000.0,1,1,3,5,1,49.0,50%-60%,12,12,1.0,1.0,2,2,1.0,1.0,2,1,1,2,2,1,55-64,55-64,No,Yes,1,1,6,10,3.0,6200,95.39,128300,159.0,1865,1994,25,55.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9120,9120090600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,305000,38.46,6.99,-1.1,2,360,1.0,2,1,2,2,785000.0,1,1,3,5,1,191.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,10,3.0,3578,19.48,146500,146.0,1022,1274,50,25.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,NY,36017,36017970700,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,1,2,65000,56.87,6.99,-1.24,2,360,1.0,2,1,2,2,105000.0,2,1,1,1,1,74.0,20%-<30%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,2214,9.62,83800,100.0,923,1452,57,25.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,VT,50015,50015953600,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,555000,75.95,6.99,-1.33,2,360,1.0,2,1,2,2,1685000.0,1,1,3,5,1,611.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,10,3.0,5223,10.13,95000,157.0,1601,3590,39,25.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,45060,NY,36053,36053030602,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,105000,65.18,6.49,-1.5,2,360,1.0,2,2,2,2,405000.0,1,1,3,5,1,160.0,50%-60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,45-54,55-64,No,No,1,1,6,10,3.0,3470,9.02,94800,90.0,1254,1524,46,55.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,23224,MD,24031,24031703602,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,3,0,2,1,4,2,2,1,2,25000,32.14,9.09,0.87,3,360,1.0,2,2,2,2,755000.0,1,1,3,5,1,48.0,>60%,12,10,2.0,5.0,2,4,6.0,8.0,2,4,2,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,1,3.0,2928,37.81,155800,125.0,928,1039,68,41.0,80.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,25540,CT,9110,9110502300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,1,2,205000,71.94,9.09,0.87,3,360,1.0,2,2,2,2,275000.0,1,1,3,5,1,142.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,1,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,9.0,5910,79.27,123800,55.0,1119,2049,0,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,49620,PA,42133,42133024001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,1,2,295000,85.0,9.09,0.87,3,360,1.0,2,2,2,2,355000.0,1,1,3,5,1,32.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,5673,9.92,105100,98.0,1480,2225,52,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055014003,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,55000,59.3,6.99,-1.23,2,360,1.0,2,1,2,2,275000.0,1,1,3,5,1,69.0,42,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,4641,27.41,98700,95.0,1431,1596,60,42.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9120,9120090700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,31,1,2,1,2,405000,37.21,6.99,-1.25,2,360,1.0,2,1,2,2,1075000.0,1,1,3,5,1,346.0,20%-<30%,12,12,2.0,2.0,2,2,3.0,3.0,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,6,10,3.0,5583,21.82,146500,132.0,1490,1682,47,25.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36063,36063024600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,55000,16.13,6.99,-1.23,2,360,1.0,2,2,2,2,315000.0,1,1,3,5,1,55.0,40,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,4507,7.97,96900,106.0,1751,2004,62,40.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,47764,MD,24033,24033803403,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,1,0,2,1,2,2,2,1,2,25000,62.63,6.99,-1.23,2,360,1.0,2,2,2,2,285000.0,1,1,3,5,1,43.0,50%-60%,12,10,1.0,5.0,2,4,3.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,6119,98.71,128300,53.0,1073,1737,52,55.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103190503,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,2,2,1,2,1005000,3.14,9.09,0.87,3,360,1.0,2,2,2,2,46005000.0,1,1,3,5,1,186.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,3871,16.87,156200,108.0,821,1849,43,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,28880,NY,36027,36027050102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,2,2,2,1,2,155000,87.06,9.09,0.87,3,360,1.0,2,2,2,2,975000.0,1,1,3,5,1,121.0,>60%,12,10,2.0,5.0,2,4,27.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,1,4.0,4180,26.6,114800,103.0,1126,1381,50,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,45060,NY,36075,36075020400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,55000,61.67,9.09,0.87,3,360,1.0,2,2,2,2,235000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,3,3.0,5259,7.3,94800,93.0,1544,2373,41,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103170003,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,105000,45.01,6.99,-1.33,2,360,1.0,2,1,2,2,905000.0,1,1,3,5,1,193.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,55-64,45-54,No,No,1,1,6,10,3.0,2790,17.2,156200,88.0,860,1618,40,33.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24005,24005403601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,505000,79.11,6.99,-1.23,2,360,1.0,2,1,2,2,635000.0,1,1,3,5,1,288.0,20%-<30%,12,12,2.0,3.0,1,2,5.0,6.0,1,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1,6,10,3.0,4951,21.63,122200,100.0,1327,1162,43,25.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,DE,10005,10005051502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,205000,76.98,6.99,-1.24,2,360,1.0,2,1,2,2,535000.0,1,1,3,5,1,118.0,44,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,55-64,55-64,Yes,Yes,1,1,6,10,3.0,3228,27.48,106000,98.0,957,1253,26,44.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029014601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,95000,26.09,6.99,-1.24,2,360,1.0,2,2,2,2,345000.0,1,1,3,5,1,73.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,5261,12.51,96900,106.0,1855,2201,61,55.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055014806,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,55000,20.0,9.09,0.87,3,360,1.0,2,2,2,2,255000.0,1,1,3,5,1,99.0,__MISSING__,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,55-64,45-54,No,No,1,1,6,3,3.0,3675,9.77,98700,116.0,952,1076,42,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24003,24003731207,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,2,2,1,2,345000,57.11,6.99,-1.33,2,360,1.0,2,1,2,2,1755000.0,1,1,3,5,1,248.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3323,18.36,122200,173.0,1021,1070,33,55.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,NY,36013,36013035700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,15000,52.17,9.09,0.87,3,360,1.0,2,2,2,2,115000.0,1,1,3,5,1,99.0,__MISSING__,9,10,1.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,3,3.0,3375,45.54,83800,75.0,777,1322,0,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103158402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,205000,54.48,6.99,-1.24,2,360,1.0,2,1,2,2,505000.0,1,1,3,5,1,132.0,49,12,12,2.0,2.0,2,2,5.0,5.0,1,2,1,2,2,2,65-74,>74,Yes,Yes,1,1,6,10,3.0,4330,14.48,156200,113.0,1299,1440,48,49.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35084,NJ,34027,34027044404,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,105000,63.31,6.99,-1.24,2,360,1.0,2,1,2,2,475000.0,1,1,3,5,1,87.0,49,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,4193,25.92,133300,138.0,1330,1430,58,49.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,CT,9160,9160310803,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,1,2,1,2,85000,20.0,9.09,0.87,3,360,1.0,2,2,2,2,405000.0,1,1,3,5,1,45.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,1,3.0,4802,26.03,105400,62.0,1210,1876,74,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24035,24035810300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,45000,71.11,6.99,-1.23,2,360,1.0,2,1,2,2,405000.0,1,1,3,5,1,99.0,49,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,4795,19.56,122200,94.0,1630,2128,37,49.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,23900,PA,42001,42001031202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,75000,85.99,6.99,-1.14,2,360,1.0,2,1,2,2,465000.0,1,1,3,5,1,130.0,40,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,2844,5.94,96900,109.0,855,982,40,40.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,20100,DE,10001,10001042802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,1,2,255000,81.43,9.09,0.87,3,360,1.0,2,2,2,2,305000.0,1,1,3,5,1,0.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,1,3.0,5612,30.2,91300,121.0,1620,2330,28,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,45060,NY,36067,36067012700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,55000,48.08,9.09,0.87,3,360,1.0,2,2,2,2,105000.0,1,1,3,5,1,11.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,1,4,1,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,1,3.0,2036,11.79,94800,84.0,727,850,46,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,47764,DC,11001,11001001804,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Free Form Text Only,Male,3,0,2,1,2,2,2,1,2,105000,80.53,9.09,0.87,3,360,1.0,2,2,2,2,745000.0,1,1,3,5,1,60.0,>60%,12,10,1.0,5.0,2,4,5.0,8.0,2,4,1,5,1,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,9.0,5500,92.58,128300,57.0,530,779,72,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,41540,MD,24045,24045010400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,105000,22.47,6.99,-1.23,2,360,1.0,2,1,2,2,445000.0,1,1,3,5,1,107.0,<20%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,7600,31.16,85800,149.0,1339,2194,44,41.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,16540,PA,42055,42055012501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,175000,56.67,6.99,-1.24,2,360,1.0,2,1,2,2,305000.0,1,1,3,5,1,58.0,50%-60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,10,3.0,7230,9.14,92700,110.0,2437,2805,31,55.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,NY,36011,36011041201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,105000,49.4,6.99,-1.24,2,360,1.0,2,1,2,2,305000.0,1,1,3,5,1,67.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,>74,>74,Yes,Yes,1,1,6,10,3.0,2227,11.5,83800,124.0,751,1226,57,33.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,39740,PA,42011,42011011705,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000,65.08,9.09,0.87,3,360,1.0,2,2,2,2,265000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,3,3.0,5011,9.4,93700,107.0,1711,1925,41,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35300,CT,9170,9170171100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,105000,77.67,6.99,-1.22,2,360,1.0,2,1,2,2,315000.0,1,1,3,5,1,70.0,49,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,5597,44.17,116200,87.0,1706,2192,54,49.0,60.0,0,1
